Function,Description
"mean
std
mad
max
min
sma
energy
iqr
entropy
arCoeff
correlation
maxFreqInd
meanFreq
skewness
kurtosis
energyBand
angle","Meanvalue
Standarddeviation
Medianabsolutevalue
Largestvaluesinarray
Smallestvalueinarray
Signalmagnitudearea
Averagesumofthesquares
Interquartilerange
SignalEntropy
Autorregresioncoefficients
Correlationcoefficient
Largestfrequencycomponent
Frequencysignalweightedaverage
FrequencysignalSkewness
FrequencysignalKurtosis
Energyofafrequencyinterval
Anglebetweentwovectors"
